year,month,day,dayofyear,weekofyear,dayofweek,quarter,battery,damage,narcotics,theft,other,Latitude,Longitude
2011.0,9.0,11.0,254.0,36.0,6.0,3.0,1,0,0,0,0,41.883940091,-87.671818379
2008.0,10.0,1.0,275.0,40.0,2.0,4.0,0,0,0,1,0,41.943387089,-87.723642091
2003.0,10.0,5.0,278.0,40.0,6.0,4.0,0,0,0,1,0,41.910192265,-87.667682544
2004.0,11.0,8.0,313.0,46.0,0.0,4.0,1,0,0,0,0,41.934683125999996,-87.69647321299999
2014.0,6.0,28.0,179.0,26.0,5.0,2.0,0,0,0,1,0,41.766102387,-87.573539169
2011.0,4.0,3.0,93.0,13.0,6.0,2.0,0,1,0,0,0,41.703200622,-87.65057430600002
2005.0,3.0,12.0,71.0,10.0,5.0,1.0,0,1,0,0,0,41.908272261,-87.640928538
2018.0,3.0,31.0,90.0,13.0,5.0,1.0,0,0,0,1,0,41.722578383000005,-87.66270654799999
2003.0,4.0,28.0,118.0,18.0,0.0,2.0,0,1,0,0,0,41.910608022,-87.66934247399998
2008.0,1.0,14.0,14.0,3.0,0.0,1.0,0,0,1,0,0,41.918540127,-87.66013698
2003.0,8.0,28.0,240.0,35.0,3.0,3.0,0,0,1,0,0,41.88162019,-87.763235562
2007.0,10.0,29.0,302.0,44.0,0.0,4.0,0,1,0,0,0,41.909100065,-87.66863069799999
2014.0,10.0,6.0,279.0,41.0,0.0,4.0,0,0,0,1,0,41.844674684,-87.696467465
2002.0,7.0,6.0,187.0,27.0,5.0,3.0,0,0,1,0,0,41.779034261,-87.698946847
2006.0,1.0,12.0,12.0,2.0,3.0,1.0,1,0,0,0,0,41.815994603,-87.64330271700001
2003.0,5.0,19.0,139.0,21.0,0.0,2.0,1,0,0,0,0,41.969320402,-87.71705534
2012.0,4.0,8.0,99.0,14.0,6.0,2.0,1,0,0,0,0,41.810077148000005,-87.61146856299999
2005.0,3.0,28.0,87.0,13.0,0.0,1.0,0,1,0,0,0,41.750435288,-87.65791644299999
2011.0,11.0,16.0,320.0,46.0,2.0,4.0,0,0,1,0,0,41.897267498000005,-87.63272057399998
2005.0,1.0,31.0,31.0,5.0,0.0,1.0,0,1,0,0,0,41.920973983,-87.77074869799999
2010.0,7.0,1.0,182.0,26.0,3.0,3.0,0,0,0,0,1,41.880173915,-87.64731294799999
2010.0,8.0,15.0,227.0,32.0,6.0,3.0,0,1,0,0,0,41.725561875,-87.54838513799999
2011.0,5.0,24.0,144.0,21.0,1.0,2.0,0,0,0,1,0,41.92510186,-87.67199230700001
2005.0,4.0,2.0,92.0,13.0,5.0,2.0,0,0,1,0,0,41.858938378000005,-87.718446696
2002.0,5.0,28.0,148.0,22.0,1.0,2.0,0,1,0,0,0,41.885372505999996,-87.708050135
2012.0,6.0,11.0,163.0,24.0,0.0,2.0,0,1,0,0,0,41.817768853000004,-87.609210424
2006.0,6.0,28.0,179.0,26.0,2.0,2.0,0,1,0,0,0,41.883516261,-87.636803841
2011.0,9.0,17.0,260.0,37.0,5.0,3.0,0,0,0,1,0,41.979876522,-87.666335726
2012.0,5.0,1.0,122.0,18.0,1.0,2.0,1,0,0,0,0,41.706875036999996,-87.628265515
2002.0,7.0,11.0,192.0,28.0,3.0,3.0,1,0,0,0,0,41.770374503,-87.616994694
2008.0,2.0,4.0,35.0,6.0,0.0,1.0,0,0,0,1,0,41.71902307,-87.620528559
2002.0,5.0,4.0,124.0,18.0,5.0,2.0,0,0,1,0,0,41.858889848000004,-87.654294893
2005.0,6.0,25.0,176.0,25.0,5.0,2.0,0,0,0,1,0,41.834690813,-87.613705645
2009.0,10.0,20.0,293.0,43.0,1.0,4.0,0,0,0,1,0,41.688006365,-87.626249266
2007.0,3.0,9.0,68.0,10.0,4.0,1.0,0,0,0,1,0,41.866358918,-87.70980676299999
2002.0,7.0,28.0,209.0,30.0,6.0,3.0,0,0,0,1,0,42.001198703,-87.700221531
2006.0,11.0,7.0,311.0,45.0,1.0,4.0,1,0,0,0,0,41.972101049,-87.65489933200001
2013.0,4.0,16.0,106.0,16.0,1.0,2.0,1,0,0,0,0,41.867459843,-87.698374433
2002.0,6.0,21.0,172.0,25.0,4.0,2.0,1,0,0,0,0,41.863710186,-87.721444366
2010.0,9.0,21.0,264.0,38.0,1.0,3.0,0,0,0,0,1,41.982056768,-87.768361301
2014.0,11.0,29.0,333.0,48.0,5.0,4.0,0,0,0,1,0,41.887845852,-87.624560336
2003.0,9.0,7.0,250.0,36.0,6.0,3.0,1,0,0,0,0,41.810361582,-87.671449844
2008.0,9.0,26.0,270.0,39.0,4.0,3.0,1,0,0,0,0,41.721332229,-87.63592807
2005.0,6.0,9.0,160.0,23.0,3.0,2.0,1,0,0,0,0,41.960480546,-87.767548195
2010.0,4.0,15.0,105.0,15.0,3.0,2.0,0,0,0,0,1,41.702223271,-87.680257436
2012.0,9.0,6.0,250.0,36.0,3.0,3.0,1,0,0,0,0,41.8884167,-87.75046436
2002.0,11.0,24.0,328.0,47.0,6.0,4.0,0,1,0,0,0,41.715842729,-87.65411057
2006.0,11.0,1.0,305.0,44.0,2.0,4.0,0,1,0,0,0,41.94942075,-87.647603945
2013.0,1.0,9.0,9.0,2.0,2.0,1.0,1,0,0,0,0,41.860346575,-87.71037176899998
2015.0,3.0,9.0,68.0,11.0,0.0,1.0,0,0,1,0,0,41.722057170999996,-87.569940988
2005.0,4.0,30.0,120.0,17.0,5.0,2.0,0,0,1,0,0,41.765183695,-87.61282975299999
2006.0,11.0,30.0,334.0,48.0,3.0,4.0,0,0,0,1,0,41.88411268,-87.69999799700001
2013.0,2.0,10.0,41.0,6.0,6.0,1.0,1,0,0,0,0,41.837994453,-87.713395906
2003.0,7.0,30.0,211.0,31.0,2.0,3.0,0,0,0,1,0,41.922450893000004,-87.632206293
2005.0,3.0,14.0,73.0,11.0,0.0,1.0,0,0,1,0,0,41.914772529000004,-87.69922468200001
2014.0,2.0,15.0,46.0,7.0,5.0,1.0,0,1,0,0,0,41.887875922,-87.74881295899998
2006.0,6.0,21.0,172.0,25.0,2.0,2.0,0,0,0,0,1,41.885702668,-87.748311286
2016.0,3.0,29.0,89.0,13.0,1.0,1.0,0,0,0,0,1,41.97800341,-87.767212905
2012.0,5.0,2.0,123.0,18.0,2.0,2.0,1,0,0,0,0,41.800464977,-87.723370404
2011.0,2.0,22.0,53.0,8.0,1.0,1.0,0,0,0,0,1,41.849135116999996,-87.733350341
2013.0,11.0,15.0,319.0,46.0,4.0,4.0,0,0,1,0,0,41.767350427,-87.57510800200001
2008.0,12.0,13.0,348.0,50.0,5.0,4.0,0,1,0,0,0,41.871563069000004,-87.730563179
2013.0,7.0,28.0,209.0,30.0,6.0,3.0,0,0,1,0,0,41.874280263,-87.73168323899998
2003.0,2.0,6.0,37.0,6.0,3.0,1.0,0,0,0,0,1,41.932005294,-87.726984558
2001.0,4.0,19.0,109.0,16.0,3.0,2.0,0,0,1,0,0,41.884781406,-87.72625979899998
2006.0,12.0,15.0,349.0,50.0,4.0,4.0,0,1,0,0,0,41.981845429,-87.657179196
2008.0,8.0,19.0,232.0,34.0,1.0,3.0,1,0,0,0,0,41.791851437,-87.653598427
2005.0,1.0,5.0,5.0,1.0,2.0,1.0,0,0,0,1,0,41.687195878000004,-87.648301601
2012.0,5.0,1.0,122.0,18.0,1.0,2.0,0,0,0,1,0,41.834042232,-87.67436899100002
2004.0,2.0,2.0,33.0,6.0,0.0,1.0,0,0,1,0,0,41.903890702,-87.632045722
2007.0,8.0,21.0,233.0,34.0,1.0,3.0,0,1,0,0,0,41.877458200999996,-87.763445136
2017.0,7.0,29.0,210.0,30.0,5.0,3.0,0,0,0,1,0,41.766113323,-87.57228908
2008.0,3.0,18.0,78.0,12.0,1.0,1.0,1,0,0,0,0,41.971263675,-87.84103987700001
2003.0,7.0,28.0,209.0,31.0,0.0,3.0,1,0,0,0,0,41.773954980999996,-87.62839651899998
2011.0,7.0,5.0,186.0,27.0,1.0,3.0,0,0,1,0,0,41.658178022,-87.60340400700001
2002.0,8.0,23.0,235.0,34.0,4.0,3.0,0,1,0,0,0,41.744096018,-87.65235081200001
2003.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0,0,0,41.898427551,-87.62144238299999
2008.0,5.0,15.0,136.0,20.0,3.0,2.0,0,0,1,0,0,41.870869779,-87.71373556
2013.0,4.0,13.0,103.0,15.0,5.0,2.0,0,0,0,1,0,41.770969165,-87.586268228
2009.0,2.0,25.0,56.0,9.0,2.0,1.0,1,0,0,0,0,41.875284555,-87.72437424200001
2007.0,5.0,13.0,133.0,19.0,6.0,2.0,0,0,0,1,0,41.897376664,-87.63758620799999
2016.0,8.0,17.0,230.0,33.0,2.0,3.0,0,0,0,1,0,41.707819076999996,-87.662178778
2002.0,1.0,18.0,18.0,3.0,4.0,1.0,0,0,0,1,0,41.881883933000005,-87.640060441
2018.0,11.0,5.0,309.0,45.0,0.0,4.0,1,0,0,0,0,41.77428991,-87.711087904
2012.0,11.0,18.0,323.0,46.0,6.0,4.0,0,1,0,0,0,41.877616506,-87.680784404
2004.0,6.0,1.0,153.0,23.0,1.0,2.0,1,0,0,0,0,41.970860678,-87.763418662
2005.0,1.0,1.0,1.0,53.0,5.0,1.0,1,0,0,0,0,41.867163710999996,-87.718595506
2011.0,12.0,4.0,338.0,48.0,6.0,4.0,0,0,0,0,1,41.978921994000004,-87.906669674
2002.0,2.0,11.0,42.0,7.0,0.0,1.0,0,0,1,0,0,41.902489032,-87.77416561
2008.0,11.0,18.0,323.0,47.0,1.0,4.0,0,1,0,0,0,41.926046985,-87.750180756
2003.0,1.0,20.0,20.0,4.0,0.0,1.0,0,0,1,0,0,41.814112365,-87.62621022799999
2016.0,8.0,8.0,221.0,32.0,0.0,3.0,0,0,0,1,0,41.662184236,-87.55198061200001
2003.0,1.0,15.0,15.0,3.0,2.0,1.0,0,0,0,0,1,41.856688363,-87.69436607899998
2012.0,8.0,21.0,234.0,34.0,1.0,3.0,0,0,0,1,0,41.910835515,-87.653351515
2007.0,11.0,21.0,325.0,47.0,2.0,4.0,0,0,1,0,0,41.965078942,-87.72549442
2011.0,6.0,15.0,166.0,24.0,2.0,2.0,0,1,0,0,0,41.897203075,-87.726491113
2006.0,3.0,23.0,82.0,12.0,3.0,1.0,0,0,1,0,0,41.831074798,-87.62001328299999
2005.0,10.0,19.0,292.0,42.0,2.0,4.0,1,0,0,0,0,41.747430871,-87.679367052
2012.0,12.0,11.0,346.0,50.0,1.0,4.0,0,0,0,1,0,41.858568010999996,-87.710319284
2008.0,5.0,29.0,150.0,22.0,3.0,2.0,0,1,0,0,0,41.927302987,-87.693838295
2006.0,5.0,27.0,147.0,21.0,5.0,2.0,0,0,0,1,0,41.736296927,-87.624261603
2009.0,3.0,12.0,71.0,11.0,3.0,1.0,0,0,0,0,1,41.807281779,-87.722337411
2005.0,6.0,10.0,161.0,23.0,4.0,2.0,0,0,1,0,0,41.866217794,-87.721838984
2005.0,9.0,2.0,245.0,35.0,4.0,3.0,0,1,0,0,0,41.793352891,-87.713833604
2019.0,1.0,29.0,29.0,5.0,1.0,1.0,0,0,0,1,0,41.824675709,-87.617013434
2004.0,10.0,12.0,286.0,42.0,1.0,4.0,0,1,0,0,0,41.873219197,-87.65782595399997
2002.0,3.0,6.0,65.0,10.0,2.0,1.0,0,0,1,0,0,41.94484771,-87.777295006
2008.0,2.0,16.0,47.0,7.0,5.0,1.0,1,0,0,0,0,41.885393253000004,-87.663547848
2009.0,7.0,5.0,186.0,27.0,6.0,3.0,0,0,0,0,1,41.923976215,-87.76629441600002
2002.0,5.0,2.0,122.0,18.0,3.0,2.0,0,0,1,0,0,41.75310656,-87.565047114
2003.0,5.0,26.0,146.0,22.0,0.0,2.0,1,0,0,0,0,41.886755666999996,-87.76509592299999
2007.0,4.0,9.0,99.0,15.0,0.0,2.0,1,0,0,0,0,41.906390844,-87.764565497
2017.0,5.0,17.0,137.0,20.0,2.0,2.0,1,0,0,0,0,41.745625144,-87.55884819399998
2009.0,7.0,5.0,186.0,27.0,6.0,3.0,0,0,0,1,0,41.895140898,-87.624255632
2003.0,8.0,3.0,215.0,31.0,6.0,3.0,0,0,0,1,0,41.885539281,-87.654765611
2002.0,4.0,29.0,119.0,18.0,0.0,2.0,0,0,0,0,1,41.770400713,-87.623427921
2008.0,10.0,23.0,297.0,43.0,3.0,4.0,1,0,0,0,0,41.762464108,-87.64919500799999
2018.0,1.0,7.0,7.0,1.0,6.0,1.0,1,0,0,0,0,41.692258729,-87.65053259
2001.0,8.0,12.0,224.0,32.0,6.0,3.0,0,1,0,0,0,41.757498554,-87.629474589
2011.0,5.0,19.0,139.0,20.0,3.0,2.0,1,0,0,0,0,41.79443465,-87.618472426
2007.0,1.0,29.0,29.0,5.0,0.0,1.0,0,0,1,0,0,41.757322378000005,-87.63568515799999
2004.0,11.0,22.0,327.0,48.0,0.0,4.0,0,0,0,0,1,41.853838844,-87.689277639
2008.0,4.0,14.0,105.0,16.0,0.0,2.0,1,0,0,0,0,41.972847145,-87.667971973
2003.0,2.0,16.0,47.0,7.0,6.0,1.0,0,0,0,1,0,41.883188885,-87.77475623299999
2003.0,6.0,7.0,158.0,23.0,5.0,2.0,1,0,0,0,0,41.98234702,-87.773835229
2004.0,3.0,3.0,63.0,10.0,2.0,1.0,1,0,0,0,0,41.738879933,-87.65342085799999
2002.0,3.0,19.0,78.0,12.0,1.0,1.0,0,0,0,1,0,41.928822325,-87.687781609
2001.0,8.0,30.0,242.0,35.0,3.0,3.0,1,0,0,0,0,41.918607701,-87.765577689
2001.0,12.0,12.0,346.0,50.0,2.0,4.0,0,0,1,0,0,41.879377953,-87.746312626
2014.0,6.0,16.0,167.0,25.0,0.0,2.0,0,1,0,0,0,41.878276459,-87.686355439
2005.0,7.0,9.0,190.0,27.0,5.0,3.0,0,0,0,0,1,41.974773411,-87.806396207
2014.0,12.0,31.0,365.0,1.0,2.0,4.0,0,1,0,0,0,41.754699793,-87.57727629
2007.0,3.0,11.0,70.0,10.0,6.0,1.0,0,0,1,0,0,41.968530382,-87.69897496200001
2004.0,11.0,5.0,310.0,45.0,4.0,4.0,0,0,1,0,0,41.903125898,-87.632182661
2003.0,7.0,27.0,208.0,30.0,6.0,3.0,0,0,0,1,0,41.852051628000005,-87.627069839
2002.0,2.0,16.0,47.0,7.0,5.0,1.0,1,0,0,0,0,41.997929286,-87.67850452299999
2008.0,3.0,19.0,79.0,12.0,2.0,1.0,0,0,0,1,0,41.761641716999996,-87.596958214
2011.0,12.0,18.0,352.0,50.0,6.0,4.0,1,0,0,0,0,41.870544975,-87.729001321
2007.0,11.0,10.0,314.0,45.0,5.0,4.0,1,0,0,0,0,41.968586660999996,-87.72561183799999
2018.0,6.0,25.0,176.0,26.0,0.0,2.0,1,0,0,0,0,41.767200156,-87.594160087
2010.0,3.0,21.0,80.0,11.0,6.0,1.0,0,0,1,0,0,41.854883776,-87.678970985
2009.0,11.0,25.0,329.0,48.0,2.0,4.0,0,0,0,1,0,41.799808989,-87.723350952
2006.0,4.0,10.0,100.0,15.0,0.0,2.0,0,1,0,0,0,41.777870631,-87.714026624
2004.0,5.0,25.0,146.0,22.0,1.0,2.0,0,0,0,1,0,41.866389063,-87.70727693799999
2002.0,6.0,1.0,152.0,22.0,5.0,2.0,0,0,0,0,1,41.903591885,-87.688270928
2010.0,4.0,6.0,96.0,14.0,1.0,2.0,0,0,0,1,0,41.79254441,-87.615922804
2017.0,7.0,22.0,203.0,29.0,5.0,3.0,0,0,0,1,0,41.737762528000005,-87.619409047
2009.0,7.0,14.0,195.0,29.0,1.0,3.0,1,0,0,0,0,41.765083427,-87.620070276
2004.0,1.0,29.0,29.0,5.0,3.0,1.0,1,0,0,0,0,41.966421186,-87.72919548
2007.0,11.0,13.0,317.0,46.0,1.0,4.0,1,0,0,0,0,41.805440779,-87.60647736
2015.0,9.0,14.0,257.0,38.0,0.0,3.0,0,0,0,1,0,41.876628223000004,-87.650053381
2015.0,12.0,22.0,356.0,52.0,1.0,4.0,0,0,0,1,0,41.775248297,-87.778722016
2009.0,2.0,17.0,48.0,8.0,1.0,1.0,1,0,0,0,0,41.861384923,-87.734818051
2004.0,4.0,15.0,106.0,16.0,3.0,2.0,0,1,0,0,0,41.914953415999996,-87.671465146
2010.0,3.0,20.0,79.0,11.0,5.0,1.0,1,0,0,0,0,41.947539782,-87.668871141
2006.0,4.0,22.0,112.0,16.0,5.0,2.0,1,0,0,0,0,41.962619335,-87.74162599200001
2008.0,8.0,22.0,235.0,34.0,4.0,3.0,0,1,0,0,0,41.922473767,-87.679331742
2003.0,7.0,14.0,195.0,29.0,0.0,3.0,0,1,0,0,0,41.721945745999996,-87.556590449
2018.0,8.0,19.0,231.0,33.0,6.0,3.0,0,0,1,0,0,41.87686027,-87.743934237
2017.0,1.0,2.0,2.0,1.0,0.0,1.0,1,0,0,0,0,41.798470958,-87.797900559
2004.0,6.0,18.0,170.0,25.0,4.0,2.0,0,0,0,1,0,41.781954133,-87.683713146
2005.0,9.0,6.0,249.0,36.0,1.0,3.0,1,0,0,0,0,41.789563301,-87.724148475
2004.0,12.0,6.0,341.0,50.0,0.0,4.0,0,1,0,0,0,41.884432451,-87.643102964
2017.0,9.0,7.0,250.0,36.0,3.0,3.0,0,0,0,1,0,41.966728607,-87.767445112
2008.0,12.0,2.0,337.0,49.0,1.0,4.0,0,0,1,0,0,41.778602928000005,-87.688509487
2005.0,4.0,4.0,94.0,14.0,0.0,2.0,0,0,0,0,1,41.71097853,-87.658087922
2007.0,10.0,26.0,299.0,43.0,4.0,4.0,0,0,0,1,0,41.787323718,-87.664411954
2002.0,7.0,23.0,204.0,30.0,1.0,3.0,1,0,0,0,0,41.998379166999996,-87.693561266
2002.0,10.0,13.0,286.0,41.0,6.0,4.0,1,0,0,0,0,41.72608714,-87.64212258200001
2003.0,9.0,18.0,261.0,38.0,3.0,3.0,0,1,0,0,0,41.86315933,-87.62245416299999
2012.0,6.0,24.0,176.0,25.0,6.0,2.0,0,0,0,1,0,41.815933131,-87.624642127
2007.0,1.0,20.0,20.0,3.0,5.0,1.0,0,0,0,0,1,41.896671452,-87.628594922
2006.0,5.0,4.0,124.0,18.0,3.0,2.0,1,0,0,0,0,41.773391794,-87.677409717
2012.0,12.0,18.0,353.0,51.0,1.0,4.0,0,0,0,0,1,41.820890532,-87.627518759
2013.0,11.0,7.0,311.0,45.0,3.0,4.0,1,0,0,0,0,41.870951552,-87.707056184
2002.0,2.0,16.0,47.0,7.0,5.0,1.0,0,1,0,0,0,41.844962242,-87.685080018
2004.0,9.0,1.0,245.0,36.0,2.0,3.0,0,0,0,1,0,41.851366950999996,-87.737712004
2019.0,4.0,1.0,91.0,14.0,0.0,2.0,0,0,0,1,0,41.881348623,-87.674525788
2002.0,10.0,16.0,289.0,42.0,2.0,4.0,0,1,0,0,0,41.91713541,-87.68791410200001
2009.0,4.0,9.0,99.0,15.0,3.0,2.0,0,0,1,0,0,41.737474176999996,-87.545070785
2006.0,3.0,22.0,81.0,12.0,2.0,1.0,1,0,0,0,0,41.751317093000004,-87.60245605899998
2007.0,9.0,17.0,260.0,38.0,0.0,3.0,0,0,0,0,1,41.748552784,-87.60146866299999
2009.0,3.0,23.0,82.0,13.0,0.0,1.0,0,0,1,0,0,41.93908291,-87.728075288
2003.0,12.0,9.0,343.0,50.0,1.0,4.0,0,0,1,0,0,41.918396750999996,-87.719254095
2013.0,1.0,19.0,19.0,3.0,5.0,1.0,0,1,0,0,0,41.847454455,-87.722197542
2002.0,4.0,18.0,108.0,16.0,3.0,2.0,1,0,0,0,0,41.876059649,-87.68938138
2008.0,7.0,26.0,208.0,30.0,5.0,3.0,0,0,0,1,0,41.920983184,-87.67158655799999
2011.0,8.0,25.0,237.0,34.0,3.0,3.0,0,1,0,0,0,41.933663349,-87.712705535
2007.0,10.0,4.0,277.0,40.0,3.0,4.0,1,0,0,0,0,41.675269743,-87.637011227
2017.0,8.0,31.0,243.0,35.0,3.0,3.0,0,1,0,0,0,41.807389275,-87.69418129700001
2009.0,3.0,13.0,72.0,11.0,4.0,1.0,0,1,0,0,0,41.948981958000005,-87.658302249
2011.0,3.0,25.0,84.0,12.0,4.0,1.0,0,1,0,0,0,41.890030134,-87.63034265799999
2006.0,11.0,25.0,329.0,47.0,5.0,4.0,0,0,0,0,1,41.769458091,-87.67961993
2013.0,12.0,3.0,337.0,49.0,1.0,4.0,0,0,0,1,0,41.965597967,-87.706677952
2017.0,2.0,22.0,53.0,8.0,2.0,1.0,0,0,0,0,1,41.762525914,-87.66860619100002
2004.0,6.0,9.0,161.0,24.0,2.0,2.0,1,0,0,0,0,41.876018376,-87.73819550799999
2003.0,8.0,8.0,220.0,32.0,4.0,3.0,0,1,0,0,0,41.79798376,-87.72329858100002
2002.0,3.0,15.0,74.0,11.0,4.0,1.0,0,0,1,0,0,41.798625007,-87.674438564
2006.0,11.0,18.0,322.0,46.0,5.0,4.0,1,0,0,0,0,41.852744163000004,-87.69424016200001
2003.0,7.0,24.0,205.0,30.0,3.0,3.0,1,0,0,0,0,41.736974418,-87.545827999
2019.0,1.0,12.0,12.0,2.0,5.0,1.0,0,1,0,0,0,41.927056791999995,-87.66177092
2003.0,8.0,23.0,235.0,34.0,5.0,3.0,0,0,0,1,0,41.810740003,-87.675220451
2013.0,11.0,9.0,313.0,45.0,5.0,4.0,0,0,0,1,0,41.870216905999996,-87.689829206
2013.0,11.0,8.0,312.0,45.0,4.0,4.0,0,0,1,0,0,41.773362574000004,-87.673744019
2010.0,1.0,23.0,23.0,3.0,5.0,1.0,1,0,0,0,0,41.764128224000004,-87.655393964
2010.0,9.0,14.0,257.0,37.0,1.0,3.0,1,0,0,0,0,41.765373055,-87.600680051
2014.0,11.0,3.0,307.0,45.0,0.0,4.0,1,0,0,0,0,41.976068141,-87.676908111
2012.0,1.0,20.0,20.0,3.0,4.0,1.0,0,0,0,1,0,41.955114939,-87.758025982
2009.0,8.0,25.0,237.0,35.0,1.0,3.0,1,0,0,0,0,41.939211601,-87.71769817799999
2011.0,4.0,29.0,119.0,17.0,4.0,2.0,1,0,0,0,0,41.748339697,-87.634235975
2012.0,4.0,3.0,94.0,14.0,1.0,2.0,0,0,1,0,0,41.78699834,-87.631942416
2007.0,2.0,23.0,54.0,8.0,4.0,1.0,0,0,1,0,0,41.876586099,-87.76025099
2016.0,12.0,23.0,358.0,51.0,4.0,4.0,1,0,0,0,0,41.734121028000004,-87.65244886100002
2006.0,10.0,27.0,300.0,43.0,4.0,4.0,0,0,1,0,0,41.839816207,-87.61751617200001
2002.0,9.0,20.0,263.0,38.0,4.0,3.0,0,0,1,0,0,41.777420064,-87.63497977200001
2006.0,11.0,21.0,325.0,47.0,1.0,4.0,1,0,0,0,0,41.709269321,-87.536486666
2007.0,10.0,6.0,279.0,40.0,5.0,4.0,1,0,0,0,0,41.792364631,-87.58811373299999
2008.0,3.0,30.0,90.0,13.0,6.0,1.0,1,0,0,0,0,41.909105172,-87.65263880299999
2007.0,10.0,19.0,292.0,42.0,4.0,4.0,0,0,0,1,0,42.003525144,-87.661957059
2015.0,12.0,31.0,365.0,53.0,3.0,4.0,1,0,0,0,0,41.975185466999996,-87.76119563799999
2013.0,10.0,2.0,275.0,40.0,2.0,4.0,0,0,0,0,1,41.883016027,-87.754262828
2012.0,5.0,23.0,144.0,21.0,2.0,2.0,1,0,0,0,0,41.782952046,-87.73876724899998
2002.0,11.0,6.0,310.0,45.0,2.0,4.0,0,0,0,1,0,41.957701474000004,-87.73259776799999
2014.0,4.0,13.0,103.0,15.0,6.0,2.0,0,0,1,0,0,41.88068763,-87.728982876
2006.0,11.0,23.0,327.0,47.0,3.0,4.0,0,0,1,0,0,41.902962828,-87.646062543
2018.0,1.0,21.0,21.0,3.0,6.0,1.0,0,0,0,1,0,41.925900805,-87.65605048799999
2007.0,10.0,27.0,300.0,43.0,5.0,4.0,0,0,0,1,0,41.660953095,-87.64256706799999
2011.0,6.0,18.0,169.0,24.0,5.0,2.0,1,0,0,0,0,42.005665297,-87.68190581799999
2002.0,3.0,6.0,65.0,10.0,2.0,1.0,1,0,0,0,0,41.749460005,-87.72089612
2012.0,3.0,2.0,62.0,9.0,4.0,1.0,0,0,0,0,1,41.75114465,-87.613393556
2014.0,5.0,20.0,140.0,21.0,1.0,2.0,0,0,0,1,0,41.857401782,-87.69484352200001
2012.0,3.0,7.0,67.0,10.0,2.0,1.0,1,0,0,0,0,41.942606344,-87.72961148200001
2001.0,9.0,9.0,252.0,36.0,6.0,3.0,0,0,0,1,0,41.921967587,-87.697183919
2006.0,11.0,19.0,323.0,46.0,6.0,4.0,0,1,0,0,0,41.998584125,-87.660298313
2018.0,7.0,28.0,209.0,30.0,5.0,3.0,0,0,0,1,0,41.686747997,-87.61319668899998
2011.0,4.0,6.0,96.0,14.0,2.0,2.0,0,1,0,0,0,41.791820951,-87.626715645
2015.0,5.0,25.0,145.0,22.0,0.0,2.0,0,0,1,0,0,41.808754956,-87.618137174
2001.0,3.0,5.0,64.0,10.0,0.0,1.0,0,0,1,0,0,41.803714928000005,-87.685407935
2001.0,4.0,6.0,96.0,14.0,4.0,2.0,1,0,0,0,0,41.746915932,-87.59612244899998
2017.0,8.0,24.0,236.0,34.0,3.0,3.0,0,0,1,0,0,41.857166067,-87.713431031
2006.0,2.0,25.0,56.0,8.0,5.0,1.0,0,1,0,0,0,41.950197458000005,-87.648999894
2013.0,3.0,2.0,61.0,9.0,5.0,1.0,0,0,0,1,0,41.880521497,-87.64486360299999
2003.0,9.0,3.0,246.0,36.0,2.0,3.0,0,0,0,1,0,41.976290414,-87.905227221
2002.0,7.0,20.0,201.0,29.0,5.0,3.0,1,0,0,0,0,41.712155990999996,-87.62483829600002
2008.0,4.0,28.0,119.0,18.0,0.0,2.0,0,0,0,1,0,41.921810888,-87.648935855
2005.0,5.0,27.0,147.0,21.0,4.0,2.0,1,0,0,0,0,41.788830044,-87.633950231
2018.0,10.0,26.0,299.0,43.0,4.0,4.0,1,0,0,0,0,41.971876683000005,-87.728676904
2009.0,8.0,5.0,217.0,32.0,2.0,3.0,0,1,0,0,0,41.884057015,-87.773823246
2009.0,11.0,13.0,317.0,46.0,4.0,4.0,0,0,0,1,0,41.872050318,-87.628626791
2018.0,12.0,9.0,343.0,49.0,6.0,4.0,0,0,0,0,1,41.690409124,-87.652858756
2003.0,6.0,15.0,166.0,24.0,6.0,2.0,0,0,1,0,0,41.774838063000004,-87.66409077799999
2005.0,7.0,20.0,201.0,29.0,2.0,3.0,1,0,0,0,0,41.694148281,-87.62315028799999
2007.0,5.0,5.0,125.0,18.0,5.0,2.0,0,1,0,0,0,41.896948864,-87.63718314299999
2013.0,4.0,20.0,110.0,16.0,5.0,2.0,0,0,0,1,0,41.885888079000004,-87.62794223799999
2019.0,3.0,18.0,77.0,12.0,0.0,1.0,0,0,0,1,0,41.878630715999996,-87.63667329799999
2007.0,3.0,18.0,77.0,11.0,6.0,1.0,0,0,0,0,1,41.732214483,-87.62532866299999
2001.0,2.0,11.0,42.0,6.0,6.0,1.0,0,1,0,0,0,41.762729522,-87.600988694
2012.0,3.0,22.0,82.0,12.0,3.0,1.0,0,0,0,1,0,41.844474926,-87.70805948
2015.0,6.0,8.0,159.0,24.0,0.0,2.0,1,0,0,0,0,41.807528960999996,-87.618689997
2009.0,10.0,30.0,303.0,44.0,4.0,4.0,0,0,0,1,0,41.92527195,-87.65970977
2006.0,5.0,27.0,147.0,21.0,5.0,2.0,0,0,1,0,0,41.905903568,-87.640858621
2013.0,6.0,7.0,158.0,23.0,4.0,2.0,0,0,0,1,0,41.738691386,-87.696178334
