year,month,day,dayofyear,weekofyear,dayofweek,quarter,battery,damage,narcotics,theft,other,Latitude,Longitude
2001.0,10.0,26.0,299.0,43.0,4.0,4.0,0,0,0,0,1,41.947911823000005,-87.82810364299999
2011.0,12.0,9.0,343.0,49.0,4.0,4.0,0,0,0,1,0,41.772776539,-87.57770558200001
2018.0,3.0,1.0,60.0,9.0,3.0,1.0,0,1,0,0,0,41.789065687,-87.607784439
2004.0,8.0,19.0,232.0,34.0,3.0,3.0,0,0,0,1,0,41.896317929,-87.667297726
2016.0,11.0,28.0,333.0,48.0,0.0,4.0,1,0,0,0,0,41.923048665,-87.73651298
2019.0,3.0,13.0,72.0,11.0,2.0,1.0,0,0,0,1,0,41.90178302,-87.62799506399998
2011.0,2.0,11.0,42.0,6.0,4.0,1.0,0,0,1,0,0,41.872901131999996,-87.69431477799999
2001.0,8.0,5.0,217.0,31.0,6.0,3.0,1,0,0,0,0,41.904662004,-87.64339940299999
2004.0,12.0,24.0,359.0,52.0,4.0,4.0,0,0,0,1,0,41.965555835,-87.718168983
2004.0,10.0,21.0,295.0,43.0,3.0,4.0,1,0,0,0,0,41.879651756,-87.627713393
2016.0,6.0,13.0,165.0,24.0,0.0,2.0,1,0,0,0,0,41.806943193,-87.743134037
2008.0,6.0,20.0,172.0,25.0,4.0,2.0,0,0,0,1,0,41.884924096,-87.63095316299999
2004.0,11.0,1.0,306.0,45.0,0.0,4.0,1,0,0,0,0,41.872963554,-87.753663295
2010.0,3.0,1.0,60.0,9.0,0.0,1.0,0,0,0,1,0,41.935913888,-87.639409427
2005.0,4.0,3.0,93.0,13.0,6.0,2.0,1,0,0,0,0,41.936084101,-87.72146236799999
2009.0,2.0,21.0,52.0,8.0,5.0,1.0,1,0,0,0,0,41.755633716999995,-87.644173224
2005.0,4.0,22.0,112.0,16.0,4.0,2.0,0,0,1,0,0,41.802481115,-87.64639651899998
2009.0,8.0,25.0,237.0,35.0,1.0,3.0,1,0,0,0,0,41.820454362,-87.687238646
2013.0,5.0,21.0,141.0,21.0,1.0,2.0,0,0,1,0,0,41.802832994,-87.653882149
2006.0,3.0,19.0,78.0,11.0,6.0,1.0,0,0,1,0,0,41.859735414,-87.705480682
2006.0,7.0,18.0,199.0,29.0,1.0,3.0,0,0,0,1,0,41.979519161,-87.68978542
2003.0,12.0,17.0,351.0,51.0,2.0,4.0,1,0,0,0,0,41.849045571,-87.708829783
2012.0,5.0,29.0,150.0,22.0,1.0,2.0,0,0,0,1,0,41.913302654,-87.656150629
2016.0,11.0,21.0,326.0,47.0,0.0,4.0,1,0,0,0,0,41.890865773,-87.706409952
2007.0,2.0,18.0,49.0,7.0,6.0,1.0,1,0,0,0,0,41.769339734,-87.674752993
2014.0,6.0,22.0,173.0,25.0,6.0,2.0,1,0,0,0,0,41.91515906,-87.692232714
2006.0,2.0,2.0,33.0,5.0,3.0,1.0,0,0,0,0,1,41.740325519,-87.58572214700001
2003.0,10.0,2.0,275.0,40.0,3.0,4.0,0,0,1,0,0,41.901244618,-87.754524263
2012.0,10.0,4.0,278.0,40.0,3.0,4.0,0,0,0,1,0,41.669516941,-87.559256041
2013.0,6.0,6.0,157.0,23.0,3.0,2.0,0,1,0,0,0,41.671237196,-87.647782711
2015.0,9.0,8.0,251.0,37.0,1.0,3.0,1,0,0,0,0,41.809347098,-87.61891921600002
2017.0,6.0,28.0,179.0,26.0,2.0,2.0,0,0,0,1,0,41.907233938000005,-87.69325614
2010.0,11.0,11.0,315.0,45.0,3.0,4.0,0,0,1,0,0,41.974005878,-87.657751228
2016.0,1.0,3.0,3.0,53.0,6.0,1.0,1,0,0,0,0,41.881915619000004,-87.736580102
2005.0,2.0,13.0,44.0,6.0,6.0,1.0,1,0,0,0,0,41.756021917,-87.612620709
2015.0,2.0,17.0,48.0,8.0,1.0,1.0,0,0,0,0,1,41.693500977,-87.637565226
2006.0,4.0,7.0,97.0,14.0,4.0,2.0,0,0,1,0,0,41.878032194,-87.68635055799999
2001.0,5.0,1.0,121.0,18.0,1.0,2.0,0,0,0,1,0,41.886024179,-87.636299185
2005.0,6.0,26.0,177.0,25.0,6.0,2.0,0,1,0,0,0,41.765998093,-87.59457709700001
2008.0,2.0,11.0,42.0,7.0,0.0,1.0,1,0,0,0,0,41.878244691,-87.754988896
2008.0,11.0,4.0,309.0,45.0,1.0,4.0,1,0,0,0,0,41.76023895,-87.70250769799999
2013.0,12.0,19.0,353.0,51.0,3.0,4.0,0,0,0,0,1,41.803244589,-87.60375874799999
2002.0,6.0,1.0,152.0,22.0,5.0,2.0,1,0,0,0,0,41.87609969,-87.731680862
2011.0,6.0,19.0,170.0,24.0,6.0,2.0,0,0,0,0,1,41.83562445,-87.640126906
2013.0,8.0,21.0,233.0,34.0,2.0,3.0,0,0,0,1,0,41.891354633,-87.701972177
2001.0,12.0,29.0,363.0,52.0,5.0,4.0,1,0,0,0,0,41.844235436,-87.718598504
2004.0,6.0,13.0,165.0,24.0,6.0,2.0,0,0,0,1,0,41.926714681,-87.64478241100002
2006.0,3.0,13.0,72.0,11.0,0.0,1.0,0,0,1,0,0,41.877548843,-87.756317072
2005.0,8.0,11.0,223.0,32.0,3.0,3.0,0,1,0,0,0,41.732599207,-87.58555529200001
2012.0,5.0,11.0,132.0,19.0,4.0,2.0,0,0,1,0,0,41.98287878,-87.791440835
2012.0,7.0,12.0,194.0,28.0,3.0,3.0,0,0,0,1,0,41.794533814,-87.631438536
2019.0,4.0,7.0,97.0,14.0,6.0,2.0,0,0,0,0,1,41.904598353000004,-87.712546284
2006.0,11.0,2.0,306.0,44.0,3.0,4.0,0,1,0,0,0,41.95851999,-87.664723865
2011.0,3.0,17.0,76.0,11.0,3.0,1.0,0,0,0,1,0,41.913861315,-87.646254251
2004.0,7.0,2.0,184.0,27.0,4.0,3.0,0,1,0,0,0,41.94193416,-87.72237681
2010.0,6.0,1.0,152.0,22.0,1.0,2.0,0,1,0,0,0,41.771226317,-87.611468084
2001.0,10.0,20.0,293.0,42.0,5.0,4.0,1,0,0,0,0,41.982174111,-87.78693395399998
2002.0,5.0,7.0,127.0,19.0,1.0,2.0,0,1,0,0,0,41.748927063000004,-87.55284254700001
2010.0,4.0,8.0,98.0,14.0,3.0,2.0,1,0,0,0,0,41.783522020999996,-87.59312567100002
2011.0,7.0,8.0,189.0,27.0,4.0,3.0,0,0,0,1,0,41.840368783,-87.653356767
2012.0,10.0,15.0,289.0,42.0,0.0,4.0,0,1,0,0,0,41.967935281,-87.728019199
2016.0,7.0,21.0,203.0,29.0,3.0,3.0,1,0,0,0,0,41.894321059,-87.724828857
2016.0,1.0,29.0,29.0,4.0,4.0,1.0,1,0,0,0,0,41.877878555,-87.733893061
2008.0,3.0,28.0,88.0,13.0,4.0,1.0,1,0,0,0,0,41.898270469,-87.64062887700001
2002.0,7.0,31.0,212.0,31.0,2.0,3.0,0,0,0,0,1,41.805334308,-87.727182769
2010.0,6.0,15.0,166.0,24.0,1.0,2.0,0,0,0,1,0,41.932300332,-87.762593379
2001.0,11.0,30.0,334.0,48.0,4.0,4.0,0,0,0,1,0,41.868415182,-87.620339941
2008.0,6.0,22.0,174.0,25.0,6.0,2.0,0,0,0,0,1,41.774934868,-87.703041938
2005.0,8.0,15.0,227.0,33.0,0.0,3.0,0,0,0,0,1,41.803152803,-87.607464154
2012.0,10.0,8.0,282.0,41.0,0.0,4.0,1,0,0,0,0,41.90208796,-87.731209202
2005.0,2.0,22.0,53.0,8.0,1.0,1.0,0,0,0,0,1,41.941775235,-87.72604293200001
2005.0,7.0,17.0,198.0,28.0,6.0,3.0,1,0,0,0,0,41.904583499,-87.630006701
2016.0,1.0,17.0,17.0,2.0,6.0,1.0,0,1,0,0,0,41.895056595,-87.673176528
2016.0,9.0,13.0,257.0,37.0,1.0,3.0,0,0,0,0,1,41.903726889,-87.64259764
2012.0,4.0,4.0,95.0,14.0,2.0,2.0,0,0,0,0,1,41.959700020999996,-87.756286123
2018.0,9.0,28.0,271.0,39.0,4.0,3.0,0,0,0,1,0,41.878638996,-87.627691486
2016.0,1.0,21.0,21.0,3.0,3.0,1.0,0,0,0,1,0,41.894262325999996,-87.616673471
2018.0,8.0,16.0,228.0,33.0,3.0,3.0,0,0,0,1,0,41.892364315,-87.63600254299999
2009.0,11.0,8.0,312.0,45.0,6.0,4.0,0,0,0,1,0,41.922192024,-87.65350286200001
2001.0,6.0,26.0,177.0,26.0,1.0,2.0,1,0,0,0,0,41.8589503,-87.72688227399998
2006.0,5.0,19.0,139.0,20.0,4.0,2.0,0,0,0,0,1,41.754097732,-87.656313135
2017.0,8.0,6.0,218.0,31.0,6.0,3.0,1,0,0,0,0,41.881098841,-87.692951526
2007.0,4.0,22.0,112.0,16.0,6.0,2.0,0,0,0,1,0,41.730855887,-87.560974649
2017.0,3.0,5.0,64.0,9.0,6.0,1.0,0,1,0,0,0,41.778643133,-87.669074043
2005.0,5.0,1.0,121.0,17.0,6.0,2.0,0,1,0,0,0,41.801738294,-87.63200908299999
2005.0,10.0,3.0,276.0,40.0,0.0,4.0,0,0,0,1,0,41.852939956,-87.70285296799999
2003.0,5.0,18.0,138.0,20.0,6.0,2.0,1,0,0,0,0,41.736148121,-87.62907024299999
2016.0,5.0,29.0,150.0,21.0,6.0,2.0,1,0,0,0,0,41.896097109,-87.76068264
2007.0,6.0,1.0,152.0,22.0,4.0,2.0,0,0,0,1,0,41.798741929,-87.62580711
2001.0,4.0,22.0,112.0,16.0,6.0,2.0,1,0,0,0,0,41.793949835,-87.638753569
2004.0,5.0,8.0,129.0,19.0,5.0,2.0,0,0,0,0,1,41.78335104,-87.60113173299999
2011.0,2.0,17.0,48.0,7.0,3.0,1.0,0,0,0,1,0,41.903174761,-87.678092424
2018.0,12.0,24.0,358.0,52.0,0.0,4.0,0,1,0,0,0,41.809646649,-87.59639767799999
2003.0,4.0,12.0,102.0,15.0,5.0,2.0,1,0,0,0,0,41.74760602,-87.568604989
2013.0,7.0,22.0,203.0,30.0,0.0,3.0,1,0,0,0,0,41.845672943000004,-87.71238590200001
2001.0,4.0,6.0,96.0,14.0,4.0,2.0,0,0,0,1,0,41.901097255,-87.708095102
2008.0,7.0,9.0,191.0,28.0,2.0,3.0,0,0,0,1,0,41.777740745,-87.631760999
2001.0,12.0,13.0,347.0,50.0,3.0,4.0,0,0,1,0,0,41.879360833,-87.745112021
2002.0,10.0,17.0,290.0,42.0,3.0,4.0,0,1,0,0,0,41.880224549,-87.68824895200001
2016.0,3.0,23.0,83.0,12.0,2.0,1.0,1,0,0,0,0,41.943094852,-87.649362556
2018.0,3.0,9.0,68.0,10.0,4.0,1.0,0,0,0,1,0,41.706192826,-87.700593626
2011.0,1.0,31.0,31.0,5.0,0.0,1.0,0,0,0,0,1,41.879322488,-87.638975499
2010.0,5.0,27.0,147.0,21.0,3.0,2.0,1,0,0,0,0,41.990911921,-87.660861021
2015.0,11.0,5.0,309.0,45.0,3.0,4.0,0,0,0,1,0,41.798964595,-87.654986576
2012.0,9.0,26.0,270.0,39.0,2.0,3.0,0,0,0,1,0,41.767509864000004,-87.616179796
2011.0,11.0,5.0,309.0,44.0,5.0,4.0,0,0,0,1,0,41.947252263,-87.65350869
2008.0,5.0,22.0,143.0,21.0,3.0,2.0,0,1,0,0,0,41.761699509,-87.694173084
2014.0,7.0,26.0,207.0,30.0,5.0,3.0,0,0,0,1,0,41.938520233,-87.770679038
2009.0,11.0,28.0,332.0,48.0,5.0,4.0,0,0,0,1,0,41.780155491,-87.586451255
2012.0,10.0,8.0,282.0,41.0,0.0,4.0,1,0,0,0,0,41.810698246,-87.74813224200001
2004.0,10.0,18.0,292.0,43.0,0.0,4.0,0,1,0,0,0,41.976342585,-87.65845469899998
2014.0,1.0,9.0,9.0,2.0,3.0,1.0,1,0,0,0,0,41.736422349,-87.580561035
2014.0,6.0,24.0,175.0,26.0,1.0,2.0,0,0,0,1,0,41.780268041,-87.786249876
2005.0,9.0,3.0,246.0,35.0,5.0,3.0,1,0,0,0,0,41.77669942,-87.689672405
2013.0,11.0,25.0,329.0,48.0,0.0,4.0,1,0,0,0,0,41.8280754,-87.624904486
2009.0,12.0,1.0,335.0,49.0,1.0,4.0,1,0,0,0,0,41.761286569,-87.606693651
2013.0,3.0,11.0,70.0,11.0,0.0,1.0,0,0,0,1,0,41.757746671999996,-87.62474756
2019.0,2.0,23.0,54.0,8.0,5.0,1.0,0,0,0,1,0,41.886017951,-87.624521781
2002.0,5.0,7.0,127.0,19.0,1.0,2.0,0,0,0,1,0,41.98561117,-87.831082925
2009.0,3.0,3.0,62.0,10.0,1.0,1.0,0,0,0,0,1,41.974287505,-87.74693496299999
2003.0,6.0,7.0,158.0,23.0,5.0,2.0,0,0,0,0,1,41.69827492,-87.53165712
2010.0,10.0,15.0,288.0,41.0,4.0,4.0,1,0,0,0,0,41.739927781999995,-87.578197066
2005.0,3.0,17.0,76.0,11.0,3.0,1.0,0,0,0,1,0,41.929743818,-87.684273777
2015.0,12.0,26.0,360.0,52.0,5.0,4.0,0,1,0,0,0,41.871074849,-87.69456427700001
2007.0,2.0,23.0,54.0,8.0,4.0,1.0,0,0,1,0,0,41.895397041,-87.722805855
2017.0,1.0,30.0,30.0,5.0,0.0,1.0,0,1,0,0,0,41.762471301,-87.70876096100002
2006.0,8.0,6.0,218.0,31.0,6.0,3.0,1,0,0,0,0,41.743468705,-87.603801924
2016.0,9.0,3.0,247.0,35.0,5.0,3.0,0,0,0,1,0,41.735162406,-87.703683752
2009.0,8.0,13.0,225.0,33.0,3.0,3.0,0,1,0,0,0,41.941362545,-87.762751486
2010.0,3.0,22.0,81.0,12.0,0.0,1.0,0,0,0,1,0,41.94959267,-87.67558071799999
2006.0,3.0,25.0,84.0,12.0,5.0,1.0,0,0,0,1,0,41.87218466,-87.631294594
2006.0,10.0,15.0,288.0,41.0,6.0,4.0,0,0,0,1,0,41.782379646,-87.688610976
2018.0,5.0,19.0,139.0,20.0,5.0,2.0,0,0,0,1,0,41.834097805,-87.626481993
2012.0,8.0,7.0,220.0,32.0,1.0,3.0,0,1,0,0,0,41.777701031,-87.610742887
2003.0,8.0,7.0,219.0,32.0,3.0,3.0,0,0,0,1,0,41.900016576,-87.679612371
2007.0,2.0,17.0,48.0,7.0,5.0,1.0,0,0,0,1,0,41.906519282,-87.63153204
2005.0,10.0,7.0,280.0,40.0,4.0,4.0,0,0,1,0,0,41.795252963,-87.67312355700001
2010.0,4.0,25.0,115.0,16.0,6.0,2.0,0,0,0,1,0,41.997824365,-87.684189426
2006.0,6.0,28.0,179.0,26.0,2.0,2.0,0,0,0,1,0,41.8226786,-87.61361637
2001.0,10.0,5.0,278.0,40.0,4.0,4.0,0,0,0,0,1,41.906554811,-87.70947456100002
2010.0,10.0,9.0,282.0,40.0,5.0,4.0,1,0,0,0,0,41.765370266,-87.583657345
2011.0,7.0,12.0,193.0,28.0,1.0,3.0,1,0,0,0,0,41.785676014,-87.688695286
2001.0,3.0,22.0,81.0,12.0,3.0,1.0,1,0,0,0,0,41.940960899000004,-87.64861716600002
2001.0,4.0,7.0,97.0,14.0,5.0,2.0,1,0,0,0,0,41.78071971,-87.70052146
2002.0,9.0,10.0,253.0,37.0,1.0,3.0,0,1,0,0,0,41.928328323,-87.767358334
2009.0,11.0,3.0,307.0,45.0,1.0,4.0,0,0,1,0,0,41.758938155,-87.57080883799999
2008.0,9.0,3.0,247.0,36.0,2.0,3.0,0,0,1,0,0,41.707112161,-87.627552452
2010.0,8.0,16.0,228.0,33.0,0.0,3.0,1,0,0,0,0,41.863690977,-87.721444549
2009.0,4.0,14.0,104.0,16.0,1.0,2.0,0,0,0,1,0,41.90789122,-87.682279952
2001.0,8.0,31.0,243.0,35.0,4.0,3.0,1,0,0,0,0,42.022641768,-87.673426156
2008.0,10.0,7.0,281.0,41.0,1.0,4.0,0,0,0,1,0,41.742267488,-87.70219262299999
2013.0,11.0,17.0,321.0,46.0,6.0,4.0,0,0,0,1,0,41.951061596,-87.658221489
2011.0,1.0,29.0,29.0,4.0,5.0,1.0,0,0,1,0,0,41.876196592,-87.72403511600002
2006.0,4.0,6.0,96.0,14.0,3.0,2.0,0,0,0,1,0,41.897960921999996,-87.63212897
2001.0,12.0,6.0,340.0,49.0,3.0,4.0,0,0,1,0,0,41.781434441,-87.617065931
2007.0,6.0,20.0,171.0,25.0,2.0,2.0,0,0,0,1,0,41.772893098000004,-87.700543405
2011.0,2.0,5.0,36.0,5.0,5.0,1.0,0,1,0,0,0,41.818129954,-87.61383238799999
2014.0,5.0,7.0,127.0,19.0,2.0,2.0,0,0,0,1,0,41.776622841999995,-87.70308407
2011.0,8.0,1.0,213.0,31.0,0.0,3.0,0,0,0,0,1,41.762273330999996,-87.657766653
2001.0,4.0,15.0,105.0,15.0,6.0,2.0,1,0,0,0,0,41.965343759,-87.666899157
2002.0,7.0,27.0,208.0,30.0,5.0,3.0,1,0,0,0,0,41.738173543,-87.55994899299999
2004.0,1.0,11.0,11.0,2.0,6.0,1.0,0,0,0,1,0,41.75355279,-87.565705132
2012.0,11.0,10.0,315.0,45.0,5.0,4.0,0,0,0,1,0,41.938568747,-87.767150178
2003.0,7.0,19.0,200.0,29.0,5.0,3.0,1,0,0,0,0,41.954618556,-87.700704805
2009.0,12.0,4.0,338.0,49.0,4.0,4.0,0,0,1,0,0,41.909823499,-87.773984044
2008.0,5.0,16.0,137.0,20.0,4.0,2.0,0,0,0,1,0,41.80215809,-87.612052585
2004.0,12.0,6.0,341.0,50.0,0.0,4.0,1,0,0,0,0,41.928729231999995,-87.671907068
2012.0,7.0,8.0,190.0,27.0,6.0,3.0,0,1,0,0,0,41.793723134000004,-87.758668416
2006.0,10.0,29.0,302.0,43.0,6.0,4.0,1,0,0,0,0,41.862955260999996,-87.706135681
2012.0,3.0,11.0,71.0,10.0,6.0,1.0,0,1,0,0,0,41.88449719,-87.62578351399998
2001.0,6.0,27.0,178.0,26.0,2.0,2.0,1,0,0,0,0,41.858905885,-87.712914989
2004.0,6.0,29.0,181.0,27.0,1.0,2.0,0,0,1,0,0,41.822975218,-87.621581726
2006.0,9.0,17.0,260.0,37.0,6.0,3.0,1,0,0,0,0,41.783986863,-87.66917655299999
2004.0,12.0,2.0,337.0,49.0,3.0,4.0,0,1,0,0,0,41.876108306,-87.68486082700001
2019.0,5.0,16.0,136.0,20.0,3.0,2.0,0,0,1,0,0,41.878860042,-87.726396631
2006.0,2.0,27.0,58.0,9.0,0.0,1.0,0,0,0,1,0,41.881756669,-87.686445186
2004.0,7.0,4.0,186.0,27.0,6.0,3.0,0,0,1,0,0,41.828220982,-87.62894258200001
2004.0,9.0,4.0,248.0,36.0,5.0,3.0,1,0,0,0,0,41.690456945,-87.630257161
2002.0,3.0,14.0,73.0,11.0,3.0,1.0,0,1,0,0,0,41.787460165,-87.704605996
2007.0,10.0,20.0,293.0,42.0,5.0,4.0,0,0,1,0,0,41.889897525,-87.66607165200001
2013.0,9.0,27.0,270.0,39.0,4.0,3.0,0,0,0,1,0,41.955965815999996,-87.72246707299999
2019.0,4.0,30.0,120.0,18.0,1.0,2.0,1,0,0,0,0,41.923041101,-87.70225149
2005.0,1.0,29.0,29.0,4.0,5.0,1.0,0,0,0,0,1,41.981630358000004,-87.714913791
2003.0,8.0,28.0,240.0,35.0,3.0,3.0,0,0,0,0,1,41.884845855,-87.624472307
2015.0,4.0,25.0,115.0,17.0,5.0,2.0,0,1,0,0,0,41.693141811,-87.652745741
2016.0,7.0,25.0,207.0,30.0,0.0,3.0,0,0,1,0,0,41.852534149,-87.685653248
2003.0,7.0,8.0,189.0,28.0,1.0,3.0,0,0,0,1,0,41.928235818000005,-87.682084152
2007.0,7.0,15.0,196.0,28.0,6.0,3.0,0,0,0,1,0,41.754592961,-87.74152853700001
2019.0,3.0,23.0,82.0,12.0,5.0,1.0,0,1,0,0,0,41.924064004,-87.704626234
2009.0,8.0,1.0,213.0,31.0,5.0,3.0,0,0,0,1,0,41.89804054,-87.62409132299999
2002.0,2.0,2.0,33.0,5.0,5.0,1.0,1,0,0,0,0,41.769987159,-87.659100723
2011.0,2.0,28.0,59.0,9.0,0.0,1.0,1,0,0,0,0,41.670064293,-87.641649804
2008.0,10.0,25.0,299.0,43.0,5.0,4.0,0,0,0,1,0,41.917161131,-87.726864226
2003.0,10.0,22.0,295.0,43.0,2.0,4.0,0,0,1,0,0,41.779659914,-87.607175537
2014.0,9.0,27.0,270.0,39.0,5.0,3.0,0,1,0,0,0,41.684725439,-87.63861162799999
2005.0,4.0,9.0,99.0,14.0,5.0,2.0,0,0,0,0,1,41.862380079,-87.716985672
2003.0,5.0,30.0,150.0,22.0,4.0,2.0,0,0,0,1,0,41.915729613,-87.746056778
2013.0,8.0,3.0,215.0,31.0,5.0,3.0,0,0,0,1,0,41.884856209,-87.763346345
2001.0,9.0,25.0,268.0,39.0,1.0,3.0,1,0,0,0,0,41.830164613,-87.686443856
2012.0,8.0,2.0,215.0,31.0,3.0,3.0,0,0,1,0,0,41.947227414000004,-87.655339572
2015.0,7.0,5.0,186.0,27.0,6.0,3.0,0,1,0,0,0,41.700440002,-87.53045111799999
2011.0,7.0,26.0,207.0,30.0,1.0,3.0,0,0,0,1,0,41.967280256,-87.679145759
2008.0,9.0,15.0,259.0,38.0,0.0,3.0,1,0,0,0,0,41.867414142,-87.73011386299999
2004.0,5.0,1.0,122.0,18.0,5.0,2.0,0,0,0,0,1,42.006394894,-87.68281085299999
2001.0,12.0,21.0,355.0,51.0,4.0,4.0,1,0,0,0,0,41.780715182,-87.73977784600002
2009.0,7.0,2.0,183.0,27.0,3.0,3.0,0,1,0,0,0,41.818761509,-87.723963543
2015.0,6.0,30.0,181.0,27.0,1.0,2.0,0,0,0,1,0,41.778488972,-87.684840673
2005.0,10.0,24.0,297.0,43.0,0.0,4.0,0,0,0,1,0,41.834643376,-87.723071678
2004.0,3.0,4.0,64.0,10.0,3.0,1.0,0,1,0,0,0,41.872966793,-87.68741135799999
2018.0,2.0,4.0,35.0,5.0,6.0,1.0,0,0,0,1,0,41.881441785,-87.667837814
2002.0,2.0,8.0,39.0,6.0,4.0,1.0,1,0,0,0,0,41.706882738000004,-87.603995958
2017.0,11.0,4.0,308.0,44.0,5.0,4.0,0,0,0,0,1,41.709632111,-87.64898637200001
2015.0,5.0,23.0,143.0,21.0,5.0,2.0,0,1,0,0,0,41.767978234,-87.64933437200001
2006.0,4.0,22.0,112.0,16.0,5.0,2.0,1,0,0,0,0,41.744114417,-87.668140216
2004.0,11.0,17.0,322.0,47.0,2.0,4.0,1,0,0,0,0,41.768003461999996,-87.672398624
2017.0,4.0,24.0,114.0,17.0,0.0,2.0,0,0,0,1,0,41.71430445,-87.616375995
2004.0,3.0,24.0,84.0,13.0,2.0,1.0,0,1,0,0,0,41.932097479,-87.74416467
2008.0,7.0,16.0,198.0,29.0,2.0,3.0,1,0,0,0,0,41.962914745999996,-87.716418472
2016.0,9.0,15.0,259.0,37.0,3.0,3.0,0,1,0,0,0,41.688548445,-87.607117373
2013.0,3.0,31.0,90.0,13.0,6.0,1.0,0,0,0,1,0,41.769485611,-87.672438396
2006.0,8.0,18.0,230.0,33.0,4.0,3.0,0,0,0,0,1,41.991492251,-87.734965434
2007.0,7.0,11.0,192.0,28.0,2.0,3.0,0,0,1,0,0,41.77266371,-87.60701616700001
2002.0,9.0,1.0,244.0,35.0,6.0,3.0,0,0,0,1,0,41.901723459,-87.725052446
2019.0,4.0,13.0,103.0,15.0,5.0,2.0,0,0,1,0,0,41.895429205,-87.71957333299999
2018.0,10.0,5.0,278.0,40.0,4.0,4.0,0,0,0,1,0,41.901572414,-87.63439262799999
2012.0,1.0,25.0,25.0,4.0,2.0,1.0,1,0,0,0,0,41.879827197,-87.771385162
2006.0,8.0,14.0,226.0,33.0,0.0,3.0,0,0,0,0,1,41.905066455,-87.747315345
2018.0,6.0,16.0,167.0,24.0,5.0,2.0,1,0,0,0,0,41.736801203,-87.561145235
2011.0,11.0,22.0,326.0,47.0,1.0,4.0,0,0,0,1,0,41.789204622,-87.70343754299999
2009.0,10.0,9.0,282.0,41.0,4.0,4.0,0,0,0,0,1,41.891557116,-87.635937868
2002.0,11.0,27.0,331.0,48.0,2.0,4.0,0,0,0,1,0,41.871025414,-87.699510379
2004.0,11.0,3.0,308.0,45.0,2.0,4.0,0,0,0,1,0,41.878726928,-87.678199026
2001.0,3.0,11.0,70.0,10.0,6.0,1.0,0,0,0,0,1,41.816394151,-87.631342962
2006.0,3.0,18.0,77.0,11.0,5.0,1.0,0,1,0,0,0,41.767545784,-87.684544004
2003.0,11.0,3.0,307.0,45.0,0.0,4.0,0,0,0,1,0,41.922418879,-87.698399377
2005.0,9.0,3.0,246.0,35.0,5.0,3.0,0,1,0,0,0,41.707220232,-87.670589835
2006.0,6.0,14.0,165.0,24.0,2.0,2.0,0,0,0,0,1,41.941564627,-87.833792164
2002.0,10.0,18.0,291.0,42.0,4.0,4.0,1,0,0,0,0,41.867071507,-87.726023529
2005.0,7.0,20.0,201.0,29.0,2.0,3.0,0,0,1,0,0,41.774567659,-87.62806353100002
2008.0,9.0,8.0,252.0,37.0,0.0,3.0,1,0,0,0,0,41.878558635,-87.74816347299999
2003.0,1.0,2.0,2.0,1.0,3.0,1.0,1,0,0,0,0,41.827526439,-87.613411641
2002.0,8.0,13.0,225.0,33.0,1.0,3.0,1,0,0,0,0,41.895464024,-87.770285787
2018.0,9.0,13.0,256.0,37.0,3.0,3.0,0,0,1,0,0,41.891401492,-87.744362506
2013.0,7.0,21.0,202.0,29.0,6.0,3.0,0,0,0,0,1,41.679622543,-87.62270967
2006.0,8.0,19.0,231.0,33.0,5.0,3.0,0,0,0,0,1,41.894824926999995,-87.631788635
2003.0,9.0,21.0,264.0,38.0,6.0,3.0,0,0,0,0,1,41.743939516,-87.543038632
2018.0,6.0,13.0,164.0,24.0,2.0,2.0,1,0,0,0,0,41.936867024,-87.649160807
2001.0,1.0,17.0,17.0,3.0,2.0,1.0,0,0,0,1,0,41.885776115,-87.61562987399998
2001.0,5.0,5.0,125.0,18.0,5.0,2.0,0,0,0,0,1,41.799151928,-87.66730361299999
2001.0,5.0,18.0,138.0,20.0,4.0,2.0,0,1,0,0,0,41.788223836,-87.669140156
2010.0,8.0,26.0,238.0,34.0,3.0,3.0,0,0,0,1,0,41.683386421,-87.54506868700001
2010.0,8.0,13.0,225.0,32.0,4.0,3.0,0,0,1,0,0,41.868180939,-87.709271389
2018.0,11.0,7.0,311.0,45.0,2.0,4.0,0,0,0,0,1,41.87967278,-87.704044395
2016.0,4.0,5.0,96.0,14.0,1.0,2.0,0,1,0,0,0,41.939527676,-87.681976619
2004.0,1.0,13.0,13.0,3.0,1.0,1.0,0,0,0,1,0,41.885533988,-87.666983746
2003.0,5.0,4.0,124.0,18.0,6.0,2.0,0,0,0,1,0,41.832329279,-87.61698314600002
2015.0,7.0,27.0,208.0,31.0,0.0,3.0,0,0,0,1,0,41.680947073,-87.53834806799999
2018.0,11.0,10.0,314.0,45.0,5.0,4.0,0,0,0,1,0,41.979547101,-87.836904744
2010.0,3.0,15.0,74.0,11.0,0.0,1.0,0,1,0,0,0,41.67256566,-87.62163065
2018.0,12.0,8.0,342.0,49.0,5.0,4.0,1,0,0,0,0,41.927382386,-87.748897111
2004.0,6.0,17.0,169.0,25.0,3.0,2.0,0,0,0,1,0,41.906511566,-87.638838917
2007.0,7.0,7.0,188.0,27.0,5.0,3.0,0,1,0,0,0,41.952908208000004,-87.787165602
2003.0,10.0,15.0,288.0,42.0,2.0,4.0,1,0,0,0,0,41.796087163,-87.723243221
2015.0,4.0,27.0,117.0,18.0,0.0,2.0,1,0,0,0,0,41.806153118000005,-87.669765599
