day,dayofweek,dayofyear,hour,month,quarter,week,weekday,weekofyear,year,battery,damage,narcotics,theft,other,burglary,Latitude,Longitude
0.0,3.0,16.0,0,4.0,2.0,16,3,16.0,2018.0,0,0,1,0,0,0.0,41.858954003,-87.71675426799999
0.0,4.0,50.0,0,12.0,4.0,50,4,50.0,2018.0,0,0,1,0,0,0.0,41.806379228000004,-87.68436508799999
0.0,6.0,26.0,0,7.0,3.0,26,6,26.0,2018.0,0,0,0,0,0,1.0,41.720965045999996,-87.68039371
0.0,2.0,24.0,0,6.0,2.0,24,2,24.0,2018.0,0,0,0,1,0,0.0,41.925145281999995,-87.668581762
0.0,4.0,23.0,0,6.0,2.0,23,4,23.0,2018.0,0,0,0,1,0,0.0,41.952486821,-87.77430599600002
0.0,5.0,12.0,0,3.0,1.0,12,5,12.0,2018.0,0,0,1,0,0,0.0,41.874349582,-87.726083145
0.0,3.0,51.0,0,12.0,4.0,51,3,51.0,2018.0,0,0,0,1,0,0.0,41.953200167,-87.765329611
0.0,0.0,22.0,0,5.0,2.0,22,0,22.0,2018.0,1,0,0,0,0,0.0,41.785715794,-87.68503552
0.0,4.0,28.0,0,7.0,3.0,28,4,28.0,2018.0,0,0,0,1,0,0.0,41.991262667,-87.66030555799999
0.0,4.0,15.0,0,4.0,2.0,15,4,15.0,2018.0,1,0,0,0,0,0.0,41.735050032,-87.615266006
0.0,2.0,2.0,0,1.0,1.0,2,2,2.0,2018.0,1,0,0,0,0,0.0,41.89003988,-87.70392429
0.0,1.0,38.0,0,9.0,3.0,38,1,38.0,2018.0,0,0,0,1,0,0.0,41.795190552,-87.58800765299999
0.0,5.0,14.0,0,4.0,2.0,14,5,14.0,2018.0,0,0,0,0,1,0.0,41.756419349,-87.565110225
0.0,2.0,50.0,0,12.0,4.0,50,2,50.0,2018.0,0,0,1,0,0,0.0,41.873991018000005,-87.67976015
0.0,1.0,47.0,0,11.0,4.0,47,1,47.0,2018.0,0,0,0,0,1,0.0,41.764420649,-87.63097876200001
0.0,2.0,50.0,0,12.0,4.0,50,2,50.0,2018.0,0,1,0,0,0,0.0,41.913260175,-87.69917352
0.0,1.0,4.0,0,1.0,1.0,4,1,4.0,2018.0,1,0,0,0,0,0.0,41.763040177,-87.582368591
0.0,6.0,26.0,0,7.0,3.0,26,6,26.0,2018.0,0,0,1,0,0,0.0,41.862842099,-87.702010464
0.0,1.0,18.0,0,5.0,2.0,18,1,18.0,2018.0,0,0,0,1,0,0.0,41.939538766999995,-87.644383505
0.0,5.0,18.0,0,5.0,2.0,18,5,18.0,2018.0,0,1,0,0,0,0.0,41.891243826,-87.62022568299999
0.0,6.0,12.0,0,3.0,1.0,12,6,12.0,2018.0,0,0,0,0,0,1.0,41.874905507,-87.73527573700001
0.0,5.0,9.0,0,3.0,1.0,9,5,9.0,2018.0,0,0,1,0,0,0.0,41.797996012,-87.735547594
0.0,4.0,20.0,0,5.0,2.0,20,4,20.0,2018.0,1,0,0,0,0,0.0,41.74759309,-87.549179529
0.0,0.0,29.0,0,7.0,3.0,29,0,29.0,2018.0,1,0,0,0,0,0.0,41.706844834,-87.65099352700001
0.0,4.0,25.0,0,6.0,2.0,25,4,25.0,2018.0,1,0,0,0,0,0.0,41.95892829,-87.688610234
0.0,6.0,46.0,0,11.0,4.0,46,6,46.0,2018.0,0,0,0,1,0,0.0,41.883210775,-87.629906972
0.0,1.0,21.0,0,5.0,2.0,21,1,21.0,2018.0,0,0,0,0,1,0.0,41.932452696,-87.66519463200001
0.0,6.0,23.0,0,6.0,2.0,23,6,23.0,2018.0,0,0,0,1,0,0.0,41.862102007,-87.663879084
0.0,3.0,11.0,0,3.0,1.0,11,3,11.0,2018.0,0,0,0,1,0,0.0,41.901351049,-87.694376484
0.0,3.0,22.0,0,5.0,2.0,22,3,22.0,2018.0,0,0,0,1,0,0.0,41.90966446,-87.742769225
0.0,3.0,35.0,0,8.0,3.0,35,3,35.0,2018.0,0,0,0,1,0,0.0,41.844538907,-87.703196029
0.0,1.0,10.0,0,3.0,1.0,10,1,10.0,2018.0,0,0,0,1,0,0.0,41.742038831,-87.729606869
0.0,5.0,38.0,0,9.0,3.0,38,5,38.0,2018.0,0,0,1,0,0,0.0,41.974304052,-87.68909507
0.0,3.0,38.0,0,9.0,3.0,38,3,38.0,2018.0,1,0,0,0,0,0.0,41.90462722,-87.71027578200001
0.0,4.0,49.0,0,12.0,4.0,49,4,49.0,2018.0,0,0,1,0,0,0.0,41.904341973,-87.735074571
0.0,5.0,26.0,0,6.0,2.0,26,5,26.0,2018.0,1,0,0,0,0,0.0,41.729693165,-87.65315871600002
0.0,4.0,36.0,0,9.0,3.0,36,4,36.0,2018.0,1,0,0,0,0,0.0,41.76587359,-87.576294705
0.0,0.0,11.0,0,3.0,1.0,11,0,11.0,2018.0,0,0,0,1,0,0.0,41.884371071,-87.751426562
0.0,5.0,5.0,0,2.0,1.0,5,5,5.0,2018.0,0,0,0,1,0,0.0,41.883490965,-87.641243905
0.0,1.0,39.0,0,9.0,3.0,39,1,39.0,2018.0,0,0,1,0,0,0.0,41.863799343000004,-87.71656454200001
0.0,4.0,9.0,0,3.0,1.0,9,4,9.0,2018.0,0,0,0,1,0,0.0,41.935596200999996,-87.63860798700001
0.0,3.0,21.0,0,5.0,2.0,21,3,21.0,2018.0,1,0,0,0,0,0.0,41.80419646,-87.67214782200001
0.0,0.0,1.0,0,1.0,1.0,1,0,1.0,2018.0,1,0,0,0,0,0.0,41.723074622,-87.62378426299999
0.0,5.0,25.0,0,6.0,2.0,25,5,25.0,2018.0,0,0,0,1,0,0.0,41.799556469,-87.723342345
0.0,4.0,43.0,0,10.0,4.0,43,4,43.0,2018.0,0,0,0,1,0,0.0,41.850237391,-87.62702373
0.0,4.0,27.0,0,7.0,3.0,27,4,27.0,2018.0,0,0,0,1,0,0.0,41.676055424,-87.636237721
0.0,4.0,34.0,0,8.0,3.0,34,4,34.0,2018.0,0,0,0,0,1,0.0,41.765232135,-87.64261163399998
0.0,0.0,26.0,0,6.0,2.0,26,0,26.0,2018.0,0,0,0,1,0,0.0,41.879734548,-87.644056852
0.0,1.0,3.0,0,1.0,1.0,3,1,3.0,2018.0,0,0,0,1,0,0.0,41.71878669,-87.65865085799999
0.0,0.0,43.0,0,10.0,4.0,43,0,43.0,2018.0,0,0,0,1,0,0.0,41.970289766,-87.706532681
0.0,2.0,21.0,0,5.0,2.0,21,2,21.0,2018.0,1,0,0,0,0,0.0,41.747233553,-87.59901010700001
0.0,6.0,32.0,0,8.0,3.0,32,6,32.0,2018.0,0,1,0,0,0,0.0,41.760716823,-87.66613614100002
0.0,3.0,49.0,0,12.0,4.0,49,3,49.0,2018.0,0,0,0,1,0,0.0,41.844766717,-87.68544532799999
0.0,2.0,35.0,0,8.0,3.0,35,2,35.0,2018.0,0,0,0,0,1,0.0,41.736013594,-87.586893299
0.0,1.0,13.0,0,3.0,1.0,13,1,13.0,2018.0,0,0,0,1,0,0.0,41.761839128000005,-87.716196741
0.0,0.0,38.0,0,9.0,3.0,38,0,38.0,2018.0,0,1,0,0,0,0.0,41.89865618,-87.639970887
0.0,5.0,30.0,0,7.0,3.0,30,5,30.0,2018.0,0,0,0,0,0,1.0,41.895645531999996,-87.69828999
0.0,4.0,15.0,0,4.0,2.0,15,4,15.0,2018.0,0,1,0,0,0,0.0,41.765318105,-87.583654287
0.0,1.0,18.0,0,5.0,2.0,18,1,18.0,2018.0,0,0,0,1,0,0.0,41.891023035,-87.619141016
0.0,6.0,11.0,0,3.0,1.0,11,6,11.0,2018.0,0,1,0,0,0,0.0,41.823628586,-87.63277918200001
0.0,3.0,38.0,0,9.0,3.0,38,3,38.0,2018.0,0,0,0,1,0,0.0,41.798569683000004,-87.743533609
0.0,5.0,21.0,0,5.0,2.0,21,5,21.0,2018.0,0,0,1,0,0,0.0,41.751226587,-87.563797873
0.0,6.0,42.0,0,10.0,4.0,42,6,42.0,2018.0,1,0,0,0,0,0.0,41.781099015,-87.64846533
0.0,6.0,37.0,0,9.0,3.0,37,6,37.0,2018.0,0,1,0,0,0,0.0,41.804106469000004,-87.658559743
0.0,4.0,36.0,0,9.0,3.0,36,4,36.0,2018.0,1,0,0,0,0,0.0,41.870949208,-87.707129639
0.0,6.0,24.0,0,6.0,2.0,24,6,24.0,2018.0,1,0,0,0,0,0.0,41.870737693,-87.72392541100002
0.0,0.0,1.0,0,1.0,1.0,1,0,1.0,2018.0,1,0,0,0,0,0.0,41.732979038,-87.60625440700001
0.0,6.0,33.0,0,8.0,3.0,33,6,33.0,2018.0,1,0,0,0,0,0.0,41.785161229,-87.620603115
0.0,5.0,38.0,0,9.0,3.0,38,5,38.0,2018.0,1,0,0,0,0,0.0,41.902496367,-87.66513602299999
0.0,3.0,45.0,0,11.0,4.0,45,3,45.0,2018.0,0,0,0,0,1,0.0,41.751229121,-87.608496532
0.0,1.0,1.0,0,1.0,1.0,1,1,1.0,2018.0,0,0,0,0,1,0.0,41.897401921,-87.66493936299999
0.0,2.0,5.0,0,1.0,1.0,5,2,5.0,2018.0,0,0,0,1,0,0.0,42.00049295,-87.80539307299999
0.0,2.0,29.0,0,7.0,3.0,29,2,29.0,2018.0,1,0,0,0,0,0.0,41.802896505999996,-87.606425428
0.0,4.0,28.0,0,7.0,3.0,28,4,28.0,2018.0,0,0,0,1,0,0.0,41.952549459000004,-87.816369168
0.0,2.0,42.0,0,10.0,4.0,42,2,42.0,2018.0,0,0,0,0,1,0.0,41.857742611999996,-87.66976481299999
0.0,1.0,45.0,0,11.0,4.0,45,1,45.0,2018.0,0,0,1,0,0,0.0,41.749831269,-87.665853089
0.0,4.0,12.0,0,3.0,1.0,12,4,12.0,2018.0,0,0,0,1,0,0.0,41.886863814,-87.62685179700001
0.0,6.0,33.0,0,8.0,3.0,33,6,33.0,2018.0,0,0,1,0,0,0.0,41.853151122,-87.67160717200001
0.0,0.0,28.0,0,7.0,3.0,28,0,28.0,2018.0,1,0,0,0,0,0.0,41.879365170999996,-87.63560409899998
0.0,6.0,42.0,0,10.0,4.0,42,6,42.0,2018.0,1,0,0,0,0,0.0,41.895003278000004,-87.62152816
0.0,3.0,7.0,0,2.0,1.0,7,3,7.0,2018.0,0,1,0,0,0,0.0,41.908670252,-87.725265705
0.0,4.0,50.0,0,12.0,4.0,50,4,50.0,2018.0,1,0,0,0,0,0.0,41.747009807,-87.643041522
0.0,6.0,13.0,0,4.0,2.0,13,6,13.0,2018.0,0,0,0,1,0,0.0,41.871850066,-87.65275518
0.0,1.0,31.0,0,7.0,3.0,31,1,31.0,2018.0,0,1,0,0,0,0.0,41.692452591,-87.634391111
0.0,2.0,42.0,0,10.0,4.0,42,2,42.0,2018.0,1,0,0,0,0,0.0,41.870822616,-87.71874770000002
0.0,4.0,15.0,0,4.0,2.0,15,4,15.0,2018.0,0,0,1,0,0,0.0,41.867716553,-87.697156665
0.0,5.0,26.0,0,6.0,2.0,26,5,26.0,2018.0,0,0,0,1,0,0.0,42.019399236999995,-87.675049485
0.0,3.0,24.0,0,6.0,2.0,24,3,24.0,2018.0,0,0,0,1,0,0.0,41.714779822,-87.559768015
0.0,0.0,41.0,0,10.0,4.0,41,0,41.0,2018.0,0,0,0,0,0,1.0,41.94409885,-87.76281530799999
0.0,5.0,24.0,0,6.0,2.0,24,5,24.0,2018.0,0,1,0,0,0,0.0,41.71371157,-87.62967782
0.0,3.0,21.0,0,5.0,2.0,21,3,21.0,2018.0,0,1,0,0,0,0.0,41.692959809,-87.68002162
0.0,4.0,51.0,0,12.0,4.0,51,4,51.0,2018.0,1,0,0,0,0,0.0,41.765111135,-87.59023630200001
0.0,0.0,40.0,0,10.0,4.0,40,0,40.0,2018.0,1,0,0,0,0,0.0,41.735418574,-87.601474904
0.0,6.0,2.0,0,1.0,1.0,2,6,2.0,2018.0,0,0,0,1,0,0.0,41.94319685,-87.68007201399998
0.0,5.0,3.0,0,1.0,1.0,3,5,3.0,2018.0,0,0,0,1,0,0.0,41.90178302,-87.62799506399998
0.0,5.0,50.0,0,12.0,4.0,50,5,50.0,2018.0,1,0,0,0,0,0.0,41.756655606,-87.562688485
0.0,6.0,18.0,0,5.0,2.0,18,6,18.0,2018.0,0,0,0,0,0,1.0,41.775917388,-87.723907346
0.0,2.0,20.0,0,5.0,2.0,20,2,20.0,2018.0,0,0,0,0,0,1.0,41.970987191,-87.706102953
0.0,2.0,44.0,0,10.0,4.0,44,2,44.0,2018.0,1,0,0,0,0,0.0,41.703222,-87.648171804
0.0,3.0,18.0,0,5.0,2.0,18,3,18.0,2018.0,0,0,0,1,0,0.0,41.885728907,-87.63422381
0.0,2.0,30.0,0,7.0,3.0,30,2,30.0,2018.0,0,0,0,1,0,0.0,41.994797921,-87.701973488
0.0,6.0,8.0,0,2.0,1.0,8,6,8.0,2018.0,1,0,0,0,0,0.0,41.749559902,-87.668274563
0.0,5.0,33.0,0,8.0,3.0,33,5,33.0,2018.0,0,0,0,1,0,0.0,41.893460016,-87.631171841
0.0,2.0,46.0,0,11.0,4.0,46,2,46.0,2018.0,1,0,0,0,0,0.0,41.909797796,-87.733025085
0.0,3.0,33.0,0,8.0,3.0,33,3,33.0,2018.0,0,0,0,0,0,1.0,41.817419877,-87.62143046899998
0.0,2.0,12.0,0,3.0,1.0,12,2,12.0,2018.0,1,0,0,0,0,0.0,41.691661539,-87.6244225
0.0,2.0,46.0,0,11.0,4.0,46,2,46.0,2018.0,0,1,0,0,0,0.0,41.752570926,-87.608906554
0.0,4.0,13.0,0,3.0,1.0,13,4,13.0,2018.0,1,0,0,0,0,0.0,41.97045428,-87.65625165799999
0.0,5.0,23.0,0,6.0,2.0,23,5,23.0,2018.0,1,0,0,0,0,0.0,41.855972423000004,-87.72112536200001
0.0,1.0,2.0,0,1.0,1.0,2,1,2.0,2018.0,1,0,0,0,0,0.0,41.754290293000004,-87.634391298
0.0,4.0,45.0,0,11.0,4.0,45,4,45.0,2018.0,0,0,0,0,1,0.0,41.808576158,-87.66784056899998
0.0,6.0,35.0,0,9.0,3.0,35,6,35.0,2018.0,1,0,0,0,0,0.0,41.792410026,-87.620786846
0.0,3.0,43.0,0,10.0,4.0,43,3,43.0,2018.0,0,0,0,1,0,0.0,41.692041778000004,-87.665923635
0.0,2.0,40.0,0,10.0,4.0,40,2,40.0,2018.0,1,0,0,0,0,0.0,41.89905026,-87.722925332
0.0,3.0,17.0,0,4.0,2.0,17,3,17.0,2018.0,0,1,0,0,0,0.0,41.82485366,-87.611247567
0.0,5.0,33.0,0,8.0,3.0,33,5,33.0,2018.0,1,0,0,0,0,0.0,41.747727244000004,-87.66458496700001
0.0,3.0,39.0,0,9.0,3.0,39,3,39.0,2018.0,0,0,0,1,0,0.0,41.879393185,-87.632992969
0.0,4.0,40.0,0,10.0,4.0,40,4,40.0,2018.0,1,0,0,0,0,0.0,41.930809567,-87.68785712200001
0.0,3.0,12.0,0,3.0,1.0,12,3,12.0,2018.0,0,0,0,1,0,0.0,41.896792598000005,-87.675854666
0.0,0.0,7.0,0,2.0,1.0,7,0,7.0,2018.0,0,0,1,0,0,0.0,41.856642982,-87.666116444
0.0,0.0,14.0,0,4.0,2.0,14,0,14.0,2018.0,0,0,0,1,0,0.0,41.739265865,-87.604893749
0.0,1.0,18.0,0,5.0,2.0,18,1,18.0,2018.0,1,0,0,0,0,0.0,41.727121933,-87.629494871
0.0,2.0,44.0,0,10.0,4.0,44,2,44.0,2018.0,0,1,0,0,0,0.0,41.837499955,-87.638958065
0.0,4.0,48.0,0,11.0,4.0,48,4,48.0,2018.0,0,0,0,0,1,0.0,41.691619275,-87.69641241
0.0,5.0,11.0,0,3.0,1.0,11,5,11.0,2018.0,0,0,0,1,0,0.0,41.965291266,-87.716936062
0.0,0.0,49.0,0,12.0,4.0,49,0,49.0,2018.0,0,0,0,1,0,0.0,41.890123156,-87.644789891
0.0,3.0,19.0,0,5.0,2.0,19,3,19.0,2018.0,0,0,0,0,1,0.0,41.913376455,-87.670206562
0.0,6.0,47.0,0,11.0,4.0,47,6,47.0,2018.0,1,0,0,0,0,0.0,42.016294375,-87.68886279600002
0.0,3.0,3.0,0,1.0,1.0,3,3,3.0,2018.0,0,0,0,0,1,0.0,41.896252678,-87.70993111799999
0.0,6.0,50.0,0,12.0,4.0,50,6,50.0,2018.0,0,0,0,0,1,0.0,41.889741913,-87.765198001
0.0,5.0,32.0,0,8.0,3.0,32,5,32.0,2018.0,0,0,1,0,0,0.0,41.946648722,-87.702084879
0.0,0.0,7.0,0,2.0,1.0,7,0,7.0,2018.0,1,0,0,0,0,0.0,41.725009485,-87.610593625
0.0,1.0,6.0,0,2.0,1.0,6,1,6.0,2018.0,0,0,0,1,0,0.0,41.902141941,-87.66459238899998
0.0,2.0,52.0,0,12.0,4.0,52,2,52.0,2018.0,0,0,0,1,0,0.0,41.968906368,-87.708487799
0.0,4.0,12.0,0,3.0,1.0,12,4,12.0,2018.0,1,0,0,0,0,0.0,41.72789767,-87.656756805
0.0,2.0,3.0,0,1.0,1.0,3,2,3.0,2018.0,0,0,0,0,0,1.0,41.917279408,-87.717122734
0.0,0.0,44.0,0,10.0,4.0,44,0,44.0,2018.0,0,0,0,1,0,0.0,41.891924971,-87.629660784
0.0,0.0,34.0,0,8.0,3.0,34,0,34.0,2018.0,0,0,0,0,1,0.0,41.876586319,-87.760295051
0.0,4.0,32.0,0,8.0,3.0,32,4,32.0,2018.0,0,1,0,0,0,0.0,41.942022607,-87.68690967
0.0,0.0,19.0,0,5.0,2.0,19,0,19.0,2018.0,0,1,0,0,0,0.0,41.881183249,-87.685007813
0.0,4.0,33.0,0,8.0,3.0,33,4,33.0,2018.0,0,0,0,0,1,0.0,42.002497292,-87.663104713
0.0,5.0,28.0,0,7.0,3.0,28,5,28.0,2018.0,1,0,0,0,0,0.0,41.947225886,-87.655545441
0.0,6.0,38.0,0,9.0,3.0,38,6,38.0,2018.0,0,0,0,1,0,0.0,42.005361858,-87.671555401
0.0,0.0,45.0,0,11.0,4.0,45,0,45.0,2018.0,1,0,0,0,0,0.0,41.84927176,-87.71005347299999
0.0,1.0,16.0,0,4.0,2.0,16,1,16.0,2018.0,1,0,0,0,0,0.0,41.879438326,-87.74523983200001
0.0,3.0,47.0,0,11.0,4.0,47,3,47.0,2018.0,0,0,0,0,1,0.0,41.87686027,-87.743934237
0.0,0.0,17.0,0,4.0,2.0,17,0,17.0,2018.0,0,0,0,1,0,0.0,41.932084664,-87.64470628299999
0.0,6.0,31.0,0,8.0,3.0,31,6,31.0,2018.0,0,0,0,1,0,0.0,41.908986567,-87.65253719799999
0.0,2.0,17.0,0,4.0,2.0,17,2,17.0,2018.0,1,0,0,0,0,0.0,41.776711023000004,-87.67142934200001
0.0,4.0,27.0,0,7.0,3.0,27,4,27.0,2018.0,0,0,0,0,0,1.0,41.83991934,-87.720771967
0.0,4.0,32.0,0,8.0,3.0,32,4,32.0,2018.0,1,0,0,0,0,0.0,41.651396079,-87.545927188
0.0,3.0,24.0,0,6.0,2.0,24,3,24.0,2018.0,0,0,0,1,0,0.0,41.721649728,-87.629488656
0.0,5.0,15.0,0,4.0,2.0,15,5,15.0,2018.0,0,0,1,0,0,0.0,41.895994003,-87.71999032
0.0,1.0,23.0,0,6.0,2.0,23,1,23.0,2018.0,0,0,0,1,0,0.0,41.89242883,-87.713780669
0.0,1.0,5.0,0,1.0,1.0,5,1,5.0,2018.0,0,0,0,1,0,0.0,41.90444518,-87.661912424
0.0,6.0,26.0,0,7.0,3.0,26,6,26.0,2018.0,0,0,0,0,1,0.0,41.975664719,-87.65984830200001
0.0,6.0,30.0,0,7.0,3.0,30,6,30.0,2018.0,0,1,0,0,0,0.0,41.948279589,-87.64951666700001
0.0,6.0,28.0,0,7.0,3.0,28,6,28.0,2018.0,1,0,0,0,0,0.0,41.860280171,-87.71280625899998
0.0,6.0,33.0,0,8.0,3.0,33,6,33.0,2018.0,1,0,0,0,0,0.0,41.851211977,-87.67945620399998
0.0,6.0,17.0,0,4.0,2.0,17,6,17.0,2018.0,0,0,0,1,0,0.0,41.874393341,-87.76464733
0.0,6.0,13.0,0,4.0,2.0,13,6,13.0,2018.0,0,0,0,0,0,1.0,41.880991374000004,-87.758753786
0.0,2.0,31.0,0,8.0,3.0,31,2,31.0,2018.0,0,0,0,1,0,0.0,42.000244927,-87.70093735299999
0.0,4.0,33.0,0,8.0,3.0,33,4,33.0,2018.0,0,0,0,1,0,0.0,41.777423832,-87.648368783
0.0,3.0,2.0,0,1.0,1.0,2,3,2.0,2018.0,0,0,0,1,0,0.0,41.95920985,-87.778203301
0.0,6.0,34.0,0,8.0,3.0,34,6,34.0,2018.0,1,0,0,0,0,0.0,41.793459182,-87.63297212299999
0.0,6.0,36.0,0,9.0,3.0,36,6,36.0,2018.0,0,0,0,1,0,0.0,41.881597699000004,-87.62775808200001
0.0,5.0,37.0,0,9.0,3.0,37,5,37.0,2018.0,1,0,0,0,0,0.0,41.743031576999996,-87.616320334
0.0,3.0,1.0,0,1.0,1.0,1,3,1.0,2018.0,1,0,0,0,0,0.0,41.862435417,-87.64096440700001
0.0,0.0,3.0,0,1.0,1.0,3,0,3.0,2018.0,1,0,0,0,0,0.0,41.876720197,-87.701088107
0.0,2.0,26.0,0,6.0,2.0,26,2,26.0,2018.0,0,1,0,0,0,0.0,41.884321029,-87.694509471
0.0,3.0,24.0,0,6.0,2.0,24,3,24.0,2018.0,0,0,1,0,0,0.0,41.783084355999996,-87.618924839
0.0,4.0,52.0,0,12.0,4.0,52,4,52.0,2018.0,0,0,0,1,0,0.0,41.963924571999996,-87.667770665
0.0,1.0,29.0,0,7.0,3.0,29,1,29.0,2018.0,0,0,0,1,0,0.0,41.789782069,-87.78904387
0.0,1.0,13.0,0,3.0,1.0,13,1,13.0,2018.0,0,0,0,1,0,0.0,41.831005012,-87.62692698
0.0,0.0,11.0,0,3.0,1.0,11,0,11.0,2018.0,1,0,0,0,0,0.0,41.750895099,-87.59911130100002
0.0,6.0,47.0,0,11.0,4.0,47,6,47.0,2018.0,0,0,0,1,0,0.0,41.879393185,-87.632992969
0.0,0.0,48.0,0,11.0,4.0,48,0,48.0,2018.0,1,0,0,0,0,0.0,41.877805859,-87.624307765
0.0,0.0,16.0,0,4.0,2.0,16,0,16.0,2018.0,1,0,0,0,0,0.0,41.881016385,-87.76488238
0.0,5.0,28.0,0,7.0,3.0,28,5,28.0,2018.0,0,0,0,0,1,0.0,41.722308345,-87.64810095
0.0,5.0,8.0,0,2.0,1.0,8,5,8.0,2018.0,0,0,1,0,0,0.0,41.895967285,-87.711450843
0.0,6.0,29.0,0,7.0,3.0,29,6,29.0,2018.0,0,0,0,1,0,0.0,41.893985309,-87.634508411
0.0,3.0,36.0,0,9.0,3.0,36,3,36.0,2018.0,0,0,1,0,0,0.0,41.712547015,-87.629968874
0.0,2.0,23.0,0,6.0,2.0,23,2,23.0,2018.0,0,0,1,0,0,0.0,41.893970761999995,-87.763529761
0.0,6.0,34.0,0,8.0,3.0,34,6,34.0,2018.0,1,0,0,0,0,0.0,41.793459182,-87.63297212299999
0.0,3.0,43.0,0,10.0,4.0,43,3,43.0,2018.0,0,0,0,1,0,0.0,41.868528861,-87.625853158
0.0,0.0,38.0,0,9.0,3.0,38,0,38.0,2018.0,0,0,0,1,0,0.0,41.736625423,-87.60656135
0.0,5.0,19.0,0,5.0,2.0,19,5,19.0,2018.0,1,0,0,0,0,0.0,41.775474089,-87.64953335700001
0.0,1.0,37.0,0,9.0,3.0,37,1,37.0,2018.0,0,0,0,0,1,0.0,41.729526099,-87.55505205799999
0.0,5.0,25.0,0,6.0,2.0,25,5,25.0,2018.0,1,0,0,0,0,0.0,41.772328861,-87.60700894700001
0.0,3.0,38.0,0,9.0,3.0,38,3,38.0,2018.0,1,0,0,0,0,0.0,41.751952067,-87.64529005
0.0,2.0,31.0,0,8.0,3.0,31,2,31.0,2018.0,1,0,0,0,0,0.0,41.761596782,-87.57694609
0.0,2.0,30.0,0,7.0,3.0,30,2,30.0,2018.0,0,1,0,0,0,0.0,41.880238942,-87.76527117
0.0,2.0,50.0,0,12.0,4.0,50,2,50.0,2018.0,0,0,0,0,1,0.0,41.784477269,-87.70013618200001
0.0,5.0,41.0,0,10.0,4.0,41,5,41.0,2018.0,0,0,0,1,0,0.0,41.752151511,-87.618179506
0.0,2.0,11.0,0,3.0,1.0,11,2,11.0,2018.0,1,0,0,0,0,0.0,41.849173995,-87.71736570899998
0.0,0.0,10.0,0,3.0,1.0,10,0,10.0,2018.0,1,0,0,0,0,0.0,41.795701021,-87.64519271700001
0.0,5.0,20.0,0,5.0,2.0,20,5,20.0,2018.0,0,1,0,0,0,0.0,41.75804974,-87.636157411
0.0,2.0,31.0,0,8.0,3.0,31,2,31.0,2018.0,0,0,0,0,1,0.0,41.691928694,-87.663468026
0.0,2.0,42.0,0,10.0,4.0,42,2,42.0,2018.0,0,1,0,0,0,0.0,41.878717538000004,-87.738497274
0.0,1.0,10.0,0,3.0,1.0,10,1,10.0,2018.0,0,0,0,0,1,0.0,41.704596398,-87.64762621
0.0,5.0,52.0,0,12.0,4.0,52,5,52.0,2018.0,0,0,0,1,0,0.0,41.966226935,-87.686977587
0.0,6.0,11.0,0,3.0,1.0,11,6,11.0,2018.0,0,0,0,0,0,1.0,41.834805278000005,-87.652281785
0.0,5.0,9.0,0,3.0,1.0,9,5,9.0,2018.0,1,0,0,0,0,0.0,41.865417011,-87.717830262
0.0,2.0,39.0,0,9.0,3.0,39,2,39.0,2018.0,0,0,0,0,1,0.0,41.855509351,-87.71510985100002
0.0,5.0,30.0,0,7.0,3.0,30,5,30.0,2018.0,0,0,0,1,0,0.0,41.852882701,-87.63552860899998
0.0,1.0,3.0,0,1.0,1.0,3,1,3.0,2018.0,0,0,0,1,0,0.0,41.757614433,-87.58611526600002
0.0,5.0,20.0,0,5.0,2.0,20,5,20.0,2018.0,1,0,0,0,0,0.0,41.953783081,-87.915105451
0.0,0.0,43.0,0,10.0,4.0,43,0,43.0,2018.0,0,0,0,1,0,0.0,41.91743529,-87.702868881
0.0,1.0,28.0,0,7.0,3.0,28,1,28.0,2018.0,0,1,0,0,0,0.0,41.909411174,-87.67595664299999
0.0,0.0,41.0,0,10.0,4.0,41,0,41.0,2018.0,0,1,0,0,0,0.0,41.740407748,-87.556338685
0.0,5.0,17.0,0,4.0,2.0,17,5,17.0,2018.0,0,0,0,0,0,1.0,41.932892608,-87.64033523
0.0,3.0,33.0,0,8.0,3.0,33,3,33.0,2018.0,1,0,0,0,0,0.0,41.881507123,-87.62775540700001
0.0,2.0,3.0,0,1.0,1.0,3,2,3.0,2018.0,1,0,0,0,0,0.0,41.939853326,-87.75672973
0.0,4.0,34.0,0,8.0,3.0,34,4,34.0,2018.0,0,0,0,1,0,0.0,41.998116778,-87.667212152
0.0,1.0,18.0,0,5.0,2.0,18,1,18.0,2018.0,0,1,0,0,0,0.0,41.75599883,-87.615069189
0.0,4.0,32.0,0,8.0,3.0,32,4,32.0,2018.0,0,0,0,0,1,0.0,41.996866019,-87.655592844
0.0,3.0,17.0,0,4.0,2.0,17,3,17.0,2018.0,0,0,1,0,0,0.0,41.863613774,-87.717781477
0.0,2.0,34.0,0,8.0,3.0,34,2,34.0,2018.0,0,0,0,0,1,0.0,41.765232135,-87.64261163399998
0.0,5.0,2.0,0,1.0,1.0,2,5,2.0,2018.0,0,1,0,0,0,0.0,41.777575376,-87.78787491
0.0,0.0,7.0,0,2.0,1.0,7,0,7.0,2018.0,0,0,1,0,0,0.0,41.71902307,-87.620528559
0.0,2.0,24.0,0,6.0,2.0,24,2,24.0,2018.0,1,0,0,0,0,0.0,41.877578503,-87.629282088
